id,,Unnamed: 0,id,rain,fog,wetness,cloudiness,damage,daytime,result
1,0,0,1,0.4167750508287311,0.1626518230653841,0.081694118144784,0.457770527696833,0.3524284219440401,4.4547912428108605,0
2,0,1,2,0.6427395084757451,0.73444165733818,0.5047216247054251,0.8248377748378299,0.8252061480512984,9.53776460335568,1
3,0,2,3,0.1683145470787942,0.6464267323456286,0.894556169274095,0.3820680660628029,0.2134532503551504,18.716132187632372,1
4,0,3,4,0.250760827564903,0.3443189330410425,0.5577943947621359,0.1198308008910972,0.2103897262367287,23.77526583858752,1
5,0,4,5,0.968942129835862,0.825286732121167,0.586955052347959,0.278011117464245,0.3325606985103752,12.665544810402732,1
6,0,5,6,0.8804533870649693,0.5954534771973085,0.6748485152788106,0.3726519523380306,0.0732402112941646,3.830160445253645,1
7,0,6,7,0.8371633657402312,0.8932852185301396,0.623408429519394,0.9550964479243832,0.7298423645706962,21.10820489453255,1
8,0,7,8,0.1158590161749801,0.9134001588982188,0.7983410640388442,0.8045037898598654,0.8442767787423724,17.110881596319885,1
9,0,8,9,0.2558204637822222,0.4326805834457923,0.257741006029936,0.7672215397641552,0.8380372304258471,20.781472130260777,0
10,0,9,10,0.3751179258468796,0.7898166316760947,0.5419265892960075,0.8955392067250784,0.1832661321707824,17.83290386536837,1
11,0,10,11,0.028193323827668,0.133704646628732,0.3617244389693258,0.784058136623383,0.8648518539796031,5.875308963018758,1
12,0,11,12,0.1787207235311938,0.4171980825432478,0.96965043472079,0.1433603617232419,0.0684249812354136,5.905599738239898,1
13,0,12,13,0.4059683827667987,0.8608456384436461,0.3332267846938992,0.7390052447951679,0.0971030033644991,19.02840310494063,1
14,0,13,14,0.5219918158430328,0.6982113108172552,0.6147543626538684,0.1092163287568516,0.8615850479957776,5.1324772474163245,0
15,0,14,15,0.3160137720680548,0.8281217505369578,0.3362879698624882,0.6339615032078456,0.5514798881391207,4.388274764530316,1
16,0,15,16,0.1051426640053,0.8115072023420468,0.818582015623606,0.2828050043852793,0.1364014918338937,1.470477125051996,1
17,0,16,17,0.7724682828135416,0.3825926444463897,0.919993813425571,0.3506325018908622,0.2537506365595211,19.15371153780832,1
18,0,17,18,0.9143417849365124,0.8560861549799375,0.1133829315340166,0.6333145159792941,0.5767623450469026,5.014163927626787,1
19,0,18,19,0.7764810174940009,0.5838981879831883,0.9756522900391849,0.2182613075294761,0.5389100918413452,17.67662593210565,1
