RelativeHeading_1_rate,RelativeHeading_1_magnitude,RelativeHeading_1_mean,RelativeHeading_1_start,RelativeHeading_1_confidence,RelativeHeading_2_rate,RelativeHeading_2_magnitude,RelativeHeading_2_mean,RelativeHeading_2_start,RelativeHeading_2_confidence,result
0.0010466539799447005,0.005233269899723503,3.4240678160842988,5,0.18486292618000572,5.7148494379373935e-05,0.000857227415690609,3.4268842114491824,10.0,0.18486292618000572,1
-0.006082392600136455,-0.09123588900204682,3.340779617840137,15,0.5355434732994723,0.029981032833789813,0.14990516416894906,3.3525223716608052,30.0,0.43846591120047496,1
-0.002322623806391544,-0.02322623806391544,3.3416529269695943,25,0.7141472383971451,0.0012313973023322378,0.03447912446530266,3.2751707795486054,35.0,0.8722614067107415,1
-0.0003207101732969342,-0.006414203465938684,3.34255345131803,10,0.768452886326868,1.0701821942288393e-15,6.52811138479592e-14,3.3421692063605546,30.0,1.283447017883202e-05,0
6.0423695212907805e-05,-0.000302118476064539,,75,0.16529888822158653,7.76725942139002e-06,0.00022525052322031058,3.144411712315539,70.0,0.0030275547453758153,0
-0.0051378790202040395,-0.07706818530306059,3.3588976844762755,20,0.23409485737643715,0.0028529957888489476,0.039941941043885265,3.2987379913146246,35.0,0.7772222975011074,1
-0.0018235715763307513,-0.018235715763307514,3.3348529363426502,60,0.7185654705930121,-0.006666629812263499,-0.19999889436790497,3.2134399347202556,70.0,0.5883116488744512,0
0.0027326077606704283,0.040989116410056425,3.3866573684289194,5,0.7006417186174659,0.00427771731486446,0.17538640990944288,3.4291946306878867,20.0,0.25775168390639236,1
-0.003583506355302646,-0.03583506355302646,3.3477294181955877,20,0.1951329753366924,0.014797643209840228,0.07398821604920114,3.317311245706731,30.0,0.1951329753366924,1
0.00364635766306205,0.0364635766306205,3.3640684841329844,20,0.33059229783626354,-0.01167246718094491,-0.15174207335228385,3.3246972495034006,30.0,0.18143289985560343,1
-6.435521443552972e-05,-0.0028959846495988373,3.3248885519923213,25,0.024730250359473436,0.0014600652500994392,0.013140587250894953,3.328908767686269,70.0,0.40668023172233647,0
-0.0003036540060938897,-0.0066803881340655735,3.4338164880773676,10,0.18714034112649963,,,,,,1
0.0001282836869366477,0.0006414184346832386,3.301383510719841,85,0.5297611134138464,0.0005084431879460727,0.0010168863758921454,3.3028038167998153,90.0,0.5297611134138464,0
0.00029067338231758555,0.0014533669115879277,3.367943107654688,15,0.9533233353860731,-5.5680361027869925e-06,-0.00018374519139197076,3.3684378438782336,20.0,0.003525259772000649,1
0.01491242572987921,-0.14912425729879208,,15,0.5039068382749438,0.0024784435553480756,0.08674552443718264,3.3801131772222113,5.0,0.22641993765366478,1
-0.0035229395311872523,-0.07045879062374505,3.4200221972081435,30,0.5192191506740147,0.025641299214730795,0.05128259842946159,3.3944164120498463,50.0,0.5192191506740147,1
0.014189836184360205,0.14189836184360205,3.3518003161774077,20,0.28548998966657263,-0.0013114161746553396,-0.03671965289034951,3.4361489438689596,30.0,0.34869826080587013,1
-0.008277694504217496,-0.2069423626054374,3.4138388078545563,15,0.30516195979385313,0.019655104707969873,0.19655104707969873,3.313945332513618,40.0,0.372725659377775,1
6.077686494636581e-05,-0.000607768649463658,,55,0.29022591553292804,1.9707626607065598e-05,0.0006306440514260991,3.1449758177298914,45.0,0.0019555268366219236,0
-0.00019404372756670618,0.0019404372756670618,,65,0.14042836991554636,-5.898494052970616e-05,-0.002123457859069422,3.1745704894773596,55.0,0.0009461989136589191,0
-0.00886802206126025,-0.0886802206126025,3.403599179678035,15,0.07739376656910767,0.026482923324473624,0.3177950798936835,3.493796743698098,25.0,0.57186688288668,1
-0.0030691903469804325,-0.030691903469804327,3.3441048234823647,10,0.738828687415451,0.07827837771157287,0.31311351084629147,3.476664468837506,20.0,0.6049017676432692,1
-0.0028334882314346704,-0.042502323471520054,3.320528078732246,10,0.46092003154046857,0.04384971903167352,0.48234690934840874,3.5278658488683674,25.0,0.1695630036278311,1
-0.004002475718760188,-0.1000618929690047,3.3819787042996476,5,0.5790281090481624,-0.006067381254044355,-0.05460643128639919,3.2507316005753624,30.0,0.4740681197743218,1
-0.0033696387372565972,-0.03369638737256597,3.3529760126449353,5,0.5943795422460056,0.0022510474745377116,0.040518854541678806,3.2726002231399836,15.0,0.7259768122932504,1
0.017193961923001135,0.257909428845017,3.3273451509391663,20,0.20403792532322215,0.004191518125441125,0.012574554376323377,3.4735870999979688,35.0,0.16705212425635066,1
0.004324717658741139,0.0648707648811171,3.3498399072563303,10,0.18709129687545645,-0.0013565886796417135,-0.01492247547605885,3.38046784256796,25.0,0.18709129687545645,1
1.3394679591538505e-05,0.00013394679591538505,3.1443284436461902,70,0.3195025278517456,2.6208776603521177e-08,2.8829654263873294e-07,3.1444350912795,80.0,0.11753841139896337,0
0.010981030143168003,0.05490515071584001,3.3733411059771994,10,0.7620459544296833,0.004305833178232188,0.02152916589116094,3.4269357427256955,15.0,0.41821968702938833,1
-0.0055707362835203614,-0.05570736283520361,3.320751974608217,25,0.8856130104832569,0.052481420057482096,0.3673699404023747,3.3688486013072128,35.0,0.32579881939073924,1
0.0008347124101490225,0.012520686152235339,3.4571808274032145,10,0.19097099913647586,-0.0020407911240627463,-0.004081582248125493,3.454245718232036,25.0,0.19097099913647586,1
